,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
1375,Madrid-Capital,28033321,CEPA,JOSE LUIS SAMPEDRO,"Calle De Chantada, 34 ",Madrid,Fuencarral-El Pardo,28029,913781949,917301887,cepa.sampedro.madrid@educa.madrid.org,-,Público,Primaria,40.4729133,-3.7111331,"Calle De Chantada, 34 "
1376,Madrid-Capital,28033333,CEPA,LA ALBUFERA,"Calle De Nuestra Señora Del Perpetuo Socorro, 23 ",Madrid,Puente de Vallecas,28053,914789325,914785525,cepa.laalbufera.madrid@educa.madrid.org,-,Público,Primaria,40.3928289,-3.662711,"Calle De Nuestra Señora Del Perpetuo Socorro, 23 "
1377,Madrid-Oeste,28059371,CEPA,LA MESTA,"Calle Real, 7 ",Villanueva de la Cañada,-,28691,918157556,918157551,cepa.lamesta.villanuevadelacanada@educa.madrid.org,-,Público,Primaria,40.034416,-3.6030897,"Calle Real, 7 "
1378,Madrid-Oeste,28059383,CEPA,LA OREJA VERDE,"Calle De Guadarrama, 68 ",Galapagar,-,28260,918580623,918581849,cepa.galapagar@educa.madrid.org,-,Público,Primaria,40.5849104,-4.0112107,"Calle De Guadarrama, 68 "
1379,Madrid-Capital,28057805,CEPA,LAS ROSAS,"Calle De Arcos De Jalón, 9 ",Madrid,San Blas-Canillejas,28037,913065816,913132523,cepa.lasrosas.madrid@educa.madrid.org,-,Público,Primaria,40.4223645,-3.6253985,"Calle De Arcos De Jalón, 9 "
1380,Madrid-Oeste,28045621,CEPA,LAS ROZAS,"Avenida Doctor Toledo, 44 ","Rozas de Madrid, Las",-,28231,916377064,917105499,cepa.lasrozas@educa.madrid.org,-,Público,Primaria,40.4944834,-3.8724137,"Avenida Doctor Toledo, 44 "
1381,Madrid-Capital,28045311,CEPA,LOS ROSALES,"Calle De Concepción De La Oliva, 17 ",Madrid,Villaverde,28021,915052034,917971397,cepa.losrosales.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De Concepción De La Oliva, 17 "
1382,Madrid-Sur,28045441,CEPA,MANCOMUNIDAD DEL SUROESTE,"Calle De La Macarena (edificio Cidee), 3 ",Humanes de Madrid,-,28970,918103818,918149997,cepa.mancomunidadsuroeste.grinon@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De La Macarena (edificio Cidee), 3 "
1383,Madrid-Sur,28038665,CEPA,MARIANO JOSE DE LARRA,"Plaza Del Raso Rodela, 6 ",Pinto,-,28320,912483809,916912912,cepa.pinto@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Plaza Del Raso Rodela, 6 "
1384,Madrid-Oeste,28057672,CEPA,MARIO VARGAS LLOSA,"Calle Carmen Laforet, 1 ",Majadahonda,-,28220,916349498,916362550,cepa.mariovargasllosa.majadahonda@educa.madrid.org,-,Público,Primaria,40.468237349999995,-3.8714052379308264,"Calle Carmen Laforet, 1 "
1385,Madrid-Capital,28045657,CEPA,MONCLOA,"Calle De Juan Álvarez Mendizábal, 20 ",Madrid,Moncloa-Aravaca,28008,915597397,915597397,cepa.moncloa.madrid@educa.madrid.org,-,Público,Primaria,40.4285608,-3.718385,"Calle De Juan Álvarez Mendizábal, 20 "
1386,Madrid-Capital,28045293,CEPA,OPORTO,"Avenida De Oporto, 46-48 ",Madrid,Carabanchel,28019,915608402,914697543,cepa.oporto.madrid@educa.madrid.org,-,Público,Primaria,40.3851983,-3.7192341,"Avenida De Oporto, 46-48 "
1387,Madrid-Capital,28046467,CEPA,ORCASITAS,"Calle De La Oreja, 186 ",Madrid,Usera,28041,913413251,913414044,cepa.orcasitas.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De La Oreja, 186 "
1388,Madrid-Capital,28043260,CEPA,PABLO GUZMAN,"Calle De Andorra, 19bis ",Madrid,Hortaleza,28043,913003725,913003725,cepa.pabloguzman.madrid@educa.madrid.org,-,Público,Primaria,40.4606493,-3.6425385,"Calle De Andorra, 19bis "
1389,Madrid-Capital,28042929,CEPA,PAN BENDITO,"Calle Del Camino Viejo De Leganés, 188 ",Madrid,Carabanchel,28025,915600590,914608833,cepa.panbendito.madrid@educa.madrid.org,-,Público,Primaria,40.3810551,-3.7313125,"Calle Del Camino Viejo De Leganés, 188 "
1390,Madrid-Este,28044549,CEPA,PARACUELLOS DEL JARAMA,"Calle De Santa Ana, 27 ",Paracuellos de Jarama,-,28860,916582253,916581793,cepa.paracuellos@educa.madrid.org,-,Público,Primaria,40.656249,-3.7659746,"Calle De Santa Ana, 27 "
1391,Madrid-Sur,28036930,CEPA,PAULO FREIRE,"Calle De Creta, 2 ",Fuenlabrada,-,28943,916082444,916083707,cepa.fuenlabrada@educa.madrid.org,-,Público,Primaria,40.2807119,-3.801973,"Calle De Creta, 2 "
1392,Madrid-Oeste,28042887,CEPA,PEDRO MARTINEZ GAVITO,"Calle Teresa Berganza, 35 ",San Lorenzo de El Escorial,-,28200,918907305,918962124,cepa.sanlorenzo@educa.madrid.org,-,Público,Primaria,40.6002231,-4.1366295,"Calle Teresa Berganza, 35 "
1393,Madrid-Oeste,28057684,CEPA,POZUELO DE ALARCON,"Calle Juan Xxiii, 1 ",Pozuelo de Alarcón,-,28224,913512267,917141821,cepa.pozuelodealarcon@educa.madrid.org,-,Público,Primaria,40.6311247,-4.0043112955233955,"Calle Juan Xxiii, 1 "
1394,Madrid-Sur,28045426,CEPA,RAMON Y CAJAL,"Calle Galilea, 11 ",Parla,-,28981,916986430,916999323,cepa.parla@educa.madrid.org,centro9@centros6.pntic.mec.es,Público,Primaria,40.2374343,-3.7762191,"Calle Galilea, 11 "
1395,Madrid-Este,28057660,CEPA,RIVAS-VACIAMADRID,"Calle De Los Picos De Urbión, S/n ",Rivas-Vaciamadrid,-,28522,914990536,914990535,cepa.rivas@educa.madrid.org,-,Público,Primaria,40.3734321,-3.5284608,Calle De Los Picos De Urbión  
1396,Madrid-Sur,28045396,CEPA,ROSALIA DE CASTRO,"Calle Roncal (c/v A Avda. De La Mancha 50), S/n ",Leganés,-,28915,916880885,916801717,cepa.leganes@educa.madrid.org,cepa.leganes@educa.madrid.org,Público,Primaria,N/A,N/A,Calle Roncal (c/v A Avda. De La Mancha 50)  
1397,Madrid-Este,28036656,CEPA,SAN FERNANDO DE HENARES,"Calle Rafael Sánchez Ferlosio, 3 ",San Fernando de Henares,-,28830,916741634,916712603,cepa.sanfernandodehenares@educa.madrid.org,aulsanfe@almez.pntic.mec.es,Público,Primaria,40.4269322,-3.5265436,"Calle Rafael Sánchez Ferlosio, 3 "
1398,Madrid-Este,28045669,CEPA,SAN MARTIN DE LA VEGA,"Calle Del Maestro Rodrigo, 2 ",San Martín de la Vega,-,28330,918947366,918947200,cepa.sanmartindelavega@educa.madrid.org,-,Público,Primaria,40.1576735,-3.6262007,"Calle Del Maestro Rodrigo, 2 "
1399,Madrid-Sur,28044628,CEPA,SAN MARTIN DE VALDEIGLESIAS,"Calle De La Fuente, 4 ",San Martín de Valdeiglesias,-,28680,918612792,918612792,cepa.sanmartindevaldeiglesias@educa.madrid.org,-,Público,Primaria,40.6287583,-4.0051925,"Calle De La Fuente, 4 "
1400,Madrid-Norte,28060968,CEPA,SAN SEBASTIAN DE LOS REYES,"Avenida De Baunatal (edificio Pablo Iglesias), 18 ",San Sebastián de los Reyes,-,28701,916588990,916637864,cepa.sansebastian@educa.madrid.org,cepa.sansebastian.@educa.madrid.org,Público,Primaria,N/A,N/A,"Avenida De Baunatal (edificio Pablo Iglesias), 18 "
1401,Madrid-Oeste,28060971,CEPA,SIERRA DE GUADARRAMA,"Calle De La Dehesa, S/n ",Collado Mediano,-,28459,918542076,912749987,cepa.sierradeguadarrama.colladomediano@educa.madrid.org,-,Público,Primaria,40.3863501,-4.2485742,Calle De La Dehesa  
1402,Madrid-Norte,28044896,CEPA,SIERRA NORTE,"Calle Doctor Manuel Hidalgo Huerta, 2 ",Torrelaguna,-,28180,918485515,918485515,cepa.torrelaguna@educa.madrid.org,cepa.torrelaguna@educa.madr,Público,Primaria,40.82822685,-3.5406128296400223,"Calle Doctor Manuel Hidalgo Huerta, 2 "
1403,Madrid-Capital,28042930,CEPA,TETUAN,"Calle De Pinos Alta, 63 ",Madrid,Tetuán,28029,917333837,917333094,cepa.tetuan.madrid@educa.madrid.org,-,Público,Primaria,40.4699865,-3.7000827,"Calle De Pinos Alta, 63 "
1404,Madrid-Este,28044562,CEPA,TORRES DE LA ALAMEDA,"Calle De La Amapola, 6 ",Torres de la Alameda,-,28813,918858178,918863017,cepa.torresdelaalameda@educa.madrid.org,-,Público,Primaria,40.4021377,-3.361077,"Calle De La Amapola, 6 "
1405,Madrid-Capital,28044513,CEPA,VALLECAS,"Plaza De Antonio María Segovia, S/n ",Madrid,Villa de Vallecas,28031,913311433,913854563,cepa.vallecas.madrid@educa.madrid.org,-,Público,Primaria,40.3812702,-3.6139115,Plaza De Antonio María Segovia  
1406,Madrid-Capital,28045323,CEPA,VICALVARO,"Calle Del Lago Como, 4 ",Madrid,Vicálvaro,28032,913718492,913718492,cepa.vicalvaro.madrid@educa.madrid.org,-,Público,Primaria,40.4015431,-3.6066241,"Calle Del Lago Como, 4 "
1407,Madrid-Este,28044574,CEPA,VILLAREJO DE SALVANES,"Calle Constitucion, 8 ",Villarejo de Salvanés,-,28590,918742470,918743507,cepa.villarejodesalvanes@educa.madrid.org,-,Público,Primaria,40.829471,-3.533879226110363,"Calle Constitucion, 8 "
1408,Madrid-Capital,28043235,CEPA,VILLAVERDE,"Calle Villalonso, 10 ",Madrid,Villaverde,28021,917962820,917962820,cepa.villaverde.madrid@educa.madrid.org,-,Público,Primaria,40.3493458,-3.710764,"Calle Villalonso, 10 "
1409,Madrid-Capital,28044501,CEPA,VISTA ALEGRE,"Calle Del General Ricardos, 179bi ",Madrid,Carabanchel,28025,914618817,-,cepa.vistaalegre.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Del General Ricardos, 179bi "
1410,Madrid-Capital,28044537,E.M.EPA,ESCUELA DE ADULTOS DE BARAJAS,"Calle De Plus Ultra, 3 ",Madrid,Barajas,28042,913292265,No tiene,cepa.barajas.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De Plus Ultra, 3 "
1411,Madrid-Capital,28042449,E.M.EPA,ESCUELA DE ADULTOS DE MONCLOA,"Plaza De La Moncloa, 1 ",Madrid,Moncloa-Aravaca,28008,915886910,914800583,cepa.escadmoncloa.madrid@educa.madrid.org,-,Público,Primaria,40.43511875,-3.718717387233502,"Plaza De La Moncloa, 1 "
1412,Madrid-Capital,28044525,E.M.EPA,ESCUELA MUNICIPAL DE ADULTOS USERA,"Calle De La Estafeta, 33 ",Madrid,Usera,28041,917920111,No tiene,cepa.escadusera.madrid@educa.madrid.org,-,Público,Primaria,40.3716401,-3.692058,"Calle De La Estafeta, 33 "
1413,Madrid-Este,28044495,E.M.EPA,ESCUELA MUNICIPAL DE EDUCACION DE ADULTOS,"Calle Arcipreste De Hita, 4 ",Alcalá de Henares,-,28801,918824691,-,cepa.emunicipaladultos.alcala@educa.madrid.org,ema-alcala@jazzfree.com,Público,Primaria,40.7283709,-3.8672168,"Calle Arcipreste De Hita, 4 "
1414,Madrid-Este,28036826,E.M.EPA,ESCUELA MUNICIPAL DE EDUCACION DE ADULTOS,"Calle Leandro Fernández De Moratín, 6 ",Torrejón de Ardoz,-,28850,916766354,-,cepa.universidadpopular.torrejondeardoz@educa.madrid.org,-,Público,Primaria,40.4880105,-3.3580387,"Calle Leandro Fernández De Moratín, 6 "
1415,Madrid-Sur,28036772,E.M.EPA,ESCUELA MUNICIPAL RAMON MARIA DEL VALLE INCLAN,"Calle Del Olímpico Francisco Fernández Ochoa, 4 ",Alcorcón,-,28922,911127680,916441717,cepa.valleinclan.alcorcon@educa.madrid.org,admeadultos@ayto-alcorcon.es,Público,Primaria,N/A,N/A,"Calle Del Olímpico Francisco Fernández Ochoa, 4 "
1416,Madrid-Norte,28036760,E.M.EPA,UNIVERSIDAD POPULAR MIGUEL DELIBES,"Avenida De La Magia, 4 ",Alcobendas,-,28100,916626062,912771191,cepa.universidadpopular.alcobendas@educa.madrid.org,upa@aytoalcobendas.org,Público,Primaria,40.5509065,-3.6578423,"Avenida De La Magia, 4 "
1417,Madrid-Capital,28056023,UFIL,CID CAMPEADOR,"Calle De Anselmo Lorenzo, 12 ",Madrid,Latina,28044,915092320,915092320,ufil.cidcampeador.madrid@educa.madrid.org,-,Público,Primaria,40.3815339,-3.7698036,"Calle De Anselmo Lorenzo, 12 "
1418,Madrid-Este,28056096,UFIL,EL EMPECINADO,"Calle Núñez De Guzmán, 31 ",Alcalá de Henares,-,28802,918788221,918788221,ufil.elempecinado.alcala@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Núñez De Guzmán, 31 "
1419,Madrid-Sur,28066375,UFIL,MARGARITA SALAS,"Calle De Santa Ana, 2 ",Fuenlabrada,-,28944,916159595,916974093,ufil.margaritasalas.fuenlabrada@educa.madrid.org,-,Público,Primaria,40.4102998,-3.7079401,"Calle De Santa Ana, 2 "
1420,Madrid-Sur,28056072,UFIL,PABLO NERUDA,"Avenida De Carlos V, 25 ",Móstoles,-,28936,916462961,916462961,ufil.neruda.mostoles@educa.madrid.org,-,Público,Primaria,40.3187304,-3.8502108,"Avenida De Carlos V, 25 "
1421,Madrid-Sur,28056060,UFIL,PRIMERO DE MAYO,"Calle Química, 1 ",Leganés,-,28914,912489401,916873365,ufil.primerodemayo.leganes@educa.madrid.org,-,Público,Primaria,40.3399354,-3.7640663,"Calle Química, 1 "
1422,Madrid-Capital,28056114,UFIL,PUERTA BONITA,"Calle Del Padre Amigo, 5 ",Madrid,Carabanchel,28025,915251402,914285751,ufil.puertabonita.madrid@educa.madrid.org,-,Público,Primaria,40.3797198,-3.740046,"Calle Del Padre Amigo, 5 "
1423,Madrid-Sur,28056084,UFIL,SAN RAMON,"Calle Pinto, 76 ",Parla,-,28982,916993796,916993796,ufil.sanramon.parla@educa.madrid.org,-,Público,Primaria,40.2397928,-3.7597735,"Calle Pinto, 76 "
1424,Madrid-Capital,28056059,UFIL,SIERRA PALOMERAS,"Calle De La Encomienda De Palacios, 52 ",Madrid,Moratalaz,28030,913030605,-,ufil.sierrapalomeras.madrid@educa.madrid.org,-,Público,Primaria,40.3994219,-3.644880423513818,"Calle De La Encomienda De Palacios, 52 "
1425,Madrid-Capital,28056035,UFIL,TIERRUCA,"Calle De La Tierruca, 13 ",Madrid,Puente de Vallecas,28018,913030491,913030491,ufil.tierruca.madrid@educa.madrid.org,-,Público,Primaria,40.38470795,-3.649531151052723,"Calle De La Tierruca, 13 "
1426,Madrid-Capital,28056047,UFIL,VIRGEN DE AFRICA,"Calle De Salvador Martínez, 3 ",Madrid,Usera,28041,912760413,913698546,ufil.virgendeafrica.madrid@educa.madrid.org,-,Público,Primaria,40.3671771,-3.6977457,"Calle De Salvador Martínez, 3 "
1427,Madrid-Sur,28056436,CEPA.EP,ALBORADA,"Carretera Nacional-v (madrid-extremadura), K27.7 ",Navalcarnero,-,28600,918116068,-,cepa.alborada.navalcarnero@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera Nacional-v (madrid-extremadura), K27.7 "
1428,Madrid-Sur,28056424,CEPA.EP,ALONSO QUIJANO,"Carretera Pinto- San Martín De La Vega, K 5 ",Valdemoro,-,28340,916924722,918948100,cepa.alonsoquijano.valdemoro@educa.madrid.org,-,Público,Primaria,40.2278784,-3.6415973,"Carretera Pinto- San Martín De La Vega, K 5 "
1429,Madrid-Este,28056412,CEPA.EP,CLARA CAMPOAMOR,"Carretera De Meco, K 4 ",Alcalá de Henares,-,28805,918804011,918807965,cepa.claracampoamor.alcala@educa.madrid.org,-,Público,Primaria,40.5406431,-3.3346947,"Carretera De Meco, K 4 "
1430,Madrid-Sur,28056451,CEPA.EP,DULCE CHACON,"Carretera Nacional 400, K.28 ",Aranjuez,-,28300,918099095,-,cepa.dulcechacon.aranjuez@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera Nacional 400, K.28 "
1431,Madrid-Este,28056400,CEPA.EP,JOSE HIERRO,"Carretera De Meco, K 4 ",Alcalá de Henares,-,28805,918887061,-,cepa.josehierro.alcala@educa.madrid.org,-,Público,Primaria,40.5406431,-3.3346947,"Carretera De Meco, K 4 "
1432,Madrid-Este,28080232,CEPA.EP,MADRID VII ESTREMERA,"Carretera M-241, Km5,7 ",Estremera,-,28595,918750000,-,cepa.madridvii.estremera@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera M-241, Km5,7 "
1433,Madrid-Norte,28056448,CEPA.EP,YUCATAN,"Carretera Comarcal 609, Km. 3,600 ",Soto del Real,-,28791,918447735,918479562,cepa.yucatan.soto@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera Comarcal 609, Km. 3,600 "
1434,Madrid-Sur,28064721,A. HOSP.,AULA HOSPITALARIA DE FUENLABRADA,"Camino Del Molino, 2 ",Fuenlabrada,-,28942,916006510,-,ah.fuenlabrada.fuenlabrada@educa.madrid.org,-,Público,Primaria,40.2909882,-3.8277155,"Camino Del Molino, 2 "
1435,Madrid-Capital,28058019,A. HOSP.,AULA HOSPITALARIA DOCE DE OCTUBRE,"Avenida De Andalucía, 5,400 ",Madrid,Usera,28041,914604923,914604923,ah.docedeoctubre.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Avenida De Andalucía, 5,400 "
1436,Madrid-Sur,28057957,A. HOSP.,AULA HOSPITALARIA FUNDACION ALCORCON,"Calle De Budapest, 1 ",Alcorcón,-,28922,916219950,-,ah.fundaciondealcorcon.alcorcon@educa.madrid.org,-,Público,Primaria,40.3455277,-3.7716147,"Calle De Budapest, 1 "
1437,Madrid-Sur,28057970,A. HOSP.,AULA HOSPITALARIA HOSP. GRAL. MOSTOLES,"Calle Río Júcar, S/n ",Móstoles,-,28935,916648723,-,ah.hgdemostoles.mostoles@educa.madrid.org,-,Público,Primaria,40.4341763,-3.9195352,Calle Río Júcar  
1438,Madrid-Sur,28057969,A. HOSP.,AULA HOSPITALARIA HOSP. UNIV. DE GETAFE,"Carretera De Toledo, 12,50 ",Getafe,-,28905,916839360,9168332742,ah.hugetafe.getafe@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera De Toledo, 12,50 "
1439,Madrid-Este,28075820,A. HOSP.,AULA HOSPITALARIA HOSP. UNIV. PRINCIPE DE ASTURIAS,"Carretera De Meco, S/n ",Alcalá de Henares,-,28805,918878100,-,ah.principedeasturias.alcala@educa.madrid.org,-,Público,Primaria,40.5023608,-3.3508676,Carretera De Meco  
1440,Madrid-Capital,28057994,A. HOSP.,AULA HOSPITALARIA LA PAZ,"Paseo De La Castellana, 261 ",Madrid,Fuencarral-El Pardo,28046,917277588,917277588,ah.lapaz.madrid@educa.madrid.org,-,Público,Primaria,40.4718091,-3.6875072,"Paseo De La Castellana, 261 "
1441,Madrid-Capital,28058007,A. HOSP.,AULA HOSPITALARIA RAMON Y CAJAL,"Carretera De Colmenar Viejo, 9,100 ",Madrid,Fuencarral-El Pardo,28034,917293907,917293907,ah.ramonycajal.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera De Colmenar Viejo, 9,100 "
1442,Madrid-Sur,28057982,A. HOSP.,AULA HOSPITALARIA SEVERO OCHOA,Avenida Orellana ,Leganés,-,28911,914818000,-,ah.severoochoa.leganes@educa.madrid.org,-,Público,Primaria,40.3237682,-3.7726727,Avenida Orellana 
1443,Madrid-Capital,28018371,A. HOSP.,"CATEDRA DE PEDIATRIA, HOSPITAL CLINICO","Calle Del Profesor Martín Lagos, 2 ",Madrid,Moncloa-Aravaca,28040,913303400,913303553,cpee.hospitalclinico.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Del Profesor Martín Lagos, 2 "
1444,Madrid-Capital,28005520,A. HOSP.,HOSPITAL DEL NIÑO JESUS,"Avenida De Menéndez Pelayo, 65 ",Madrid,Retiro,28009,914094607,915044473,cpee.hospitalninojesus.madrid@educa.madrid.org,-,Público,Primaria,40.4170949,-3.6782834,"Avenida De Menéndez Pelayo, 65 "
1445,Madrid-Capital,28038550,A. HOSP.,HOSPITAL GREGORIO MARAÑON,"Calle De O'donnell, 50 ",Madrid,Retiro,28009,915290334,915290334,cpee.hospitalmaranon.madrid@educa.madrid.org,-,Público,Primaria,40.4210568,-3.6711216882697455,"Calle De O'donnell, 50 "
1446,Madrid-Oeste,28078857,A. HOSP.,HOSPITAL PUERTA DE HIERRO,"Calle Manuel De Falla, 1 ",Majadahonda,-,28222,660954532,-,ah.puertadehierro.majadahonda@educa.madrid.org,-,Público,Primaria,40.631364950000005,-4.02270388189266,"Calle Manuel De Falla, 1 "
1447,Madrid-Oeste,28701196,CET,GUADARRAMA,"Carretera Nacional Vi, Km. 50,300 ",Guadarrama,-,28440,-,-,cet.guadarrama@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera Nacional Vi, Km. 50,300 "
1448,Madrid-Capital,28701032,CET,NORTE,"Calle De La Virgen De Aránzazu, 5 ",Madrid,Hortaleza,28034,913819416,913825798,cet.norte.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De La Virgen De Aránzazu, 5 "
1449,Madrid-Capital,28701081,CET,PRADERA DE SAN ISIDRO,"Calle Del Gorrión, 2 ",Madrid,Carabanchel,28019,914719359,914719359,cet.praderadesanisidro.madrid@educa.madrid.org,-,Público,Primaria,40.3961554,-3.7283564,"Calle Del Gorrión, 2 "
1450,Madrid-Este,28701020,CET,PUERTA DE MADRID,"Calle Alfonso De Alcalá, 2 ",Alcalá de Henares,-,28802,-,-,cet.puertademadrid.alcala@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Alfonso De Alcalá, 2 "
1451,Madrid-Sur,28701056,CET,SAN AGUSTIN,Calle De Los Frailes ,Leganés,-,28914,914987649,914987649,cet.leganes@educa.madrid.org,-,Público,Primaria,40.3190046,-3.7722928,Calle De Los Frailes 
1452,Madrid-Capital,28700982,CET,VALLECAS,"Calle De Quijorna (centro Polivalente), S/n ",Madrid,Villa de Vallecas,28051,917791220,913036028,cet.vallecas.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,Calle De Quijorna (centro Polivalente)  
1453,Madrid-Capital,28066065,CREI,SAGRADO CORAZON DE JESUS,"Carretera De Colmenar Viejo , Km. 13,500 ",Madrid,Fuencarral-El Pardo,28049,914650640,914611395,crei.scorazon.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Carretera De Colmenar Viejo , Km. 13,500 "
1454,Madrid-Este,28057222,IES,ADOLFO SUAREZ,"Paseo Del Radar, 33 ",Paracuellos de Jarama,-,28860,916581899,916580437,ies.adolfosuarez.paracuellos@educa.madrid.org,-,Público,Primaria,40.502404,-3.5246871,"Paseo Del Radar, 33 "
1455,Madrid-Sur,28077907,IES,AFRICA,"Calle Portugal, 41 ",Fuenlabrada,-,28943,916073584,916085507,ies.africa.fuenlabrada@educa.madrid.org,-,Público,Primaria,40.2070572,-3.8600767,"Calle Portugal, 41 "
1456,Madrid-Norte,28041354,IES,AGORA,"Calle Manuel De Falla, 54-56 ",Alcobendas,-,28100,916515700,916548684,ies.agora.alcobendas@educa.madrid.org,-,Público,Primaria,40.4502754,-3.869527,"Calle Manuel De Falla, 54-56 "
1457,Madrid-Capital,28033539,IES,ALAMEDA DE OSUNA,"Calle De Antonio Sancha, 11 ",Madrid,Barajas,28042,912761560,913291525,ies.alamedadeosuna.madrid@educa.madrid.org,-,Público,Primaria,40.460872699999996,-3.5882869518675737,"Calle De Antonio Sancha, 11 "
1458,Madrid-Sur,28003304,IES,ALARNES,"Calle Toledo, 44 ",Getafe,-,28901,916814203,916836863,ies.alarnes.getafe@educa.madrid.org,-,Público,Primaria,40.3031072,-3.7329683,"Calle Toledo, 44 "
1459,Madrid-Norte,28040660,IES,ALDEBARAN,"Avenida De Valdelaparra, 90 ",Alcobendas,-,28108,916618085,916618238,ies.aldebaran.alcobendas@educa.madrid.org,-,Público,Primaria,40.54333145,-3.660851263795721,"Avenida De Valdelaparra, 90 "
1460,Madrid-Sur,28050537,IES,ALFONSO MORENO,"Calle Estudiantes, 3 ",Brunete,-,28690,918158371,918158399,ies.alfonsomoreno.brunete@educa.madrid.org,-,Público,Primaria,40.3089157,-3.7400547,"Calle Estudiantes, 3 "
1461,Madrid-Capital,28076368,IES,ALFREDO KRAUS,"Avenida De Guadalajara, 126 ",Madrid,San Blas-Canillejas,28022,912760100,917031659,ies.alfredokraus.madrid@educa.madrid.org,-,Público,Primaria,40.42335855,-3.607989342654271,"Avenida De Guadalajara, 126 "
1462,Madrid-Este,28039682,IES,ALKALA-NAHAR,"Calle Ávila, 1 ",Alcalá de Henares,-,28804,918819311,918819028,ies.alkalanahar.alcala@educa.madrid.org,-,Público,Primaria,40.4138124,-3.8263075,"Calle Ávila, 1 "
1463,Madrid-Este,28000467,IES,ALONSO DE AVELLANEDA,"Calle Vitoria, 3 ",Alcalá de Henares,-,28804,918881174,918883402,ies.alonsodeavellan.alcala@educa.madrid.org,-,Público,Primaria,40.421968199999995,-3.5256368930781834,"Calle Vitoria, 3 "
1464,Madrid-Este,28035305,IES,ALONSO QUIJANO,"Paseo De Las Moreras, 1 ",Alcalá de Henares,-,28803,918821411,918817229,ies.alonsoquijano.alcala@educa.madrid.org,-,Público,Primaria,40.3461264,-3.7105468,"Paseo De Las Moreras, 1 "
1465,Madrid-Sur,28039037,IES,ALPAJES,"Calle De Las Moreras, 28 ",Aranjuez,-,28300,918920298,918920522,ies.alpajes.aranjuez@educa.madrid.org,-,Público,Primaria,40.0351898,-3.593644,"Calle De Las Moreras, 28 "
